step,timestamp,simulation_id,cars_quit_waiting,cars_zero_battery,vehicles_on_road,vehicles_entered,vehicles_exited,vehicles_stranded,completion_rate,total_charging,total_queued,total_waiting_spots,queue_occupancy_rate,avg_wait_time_minutes,max_wait_time_minutes,charging_utilization,num_stations,stations_over_capacity,stations_with_abandonments,avg_soc_percent,critical_battery_count,low_battery_count,throughput_vehicles_per_hour,avg_trip_duration_minutes,energy_consumption_total_kwh,charging_efficiency,station_turnaround_time,abandonment_rate,estimated_revenue,service_level,customer_satisfaction_score
162,2024-01-15 08:43:00,9f8d9dc0,5,0,10249,21733,0,0,0.0,12,13,18,0.7222222222222222,1.6153846153846154,4.0,1.0,3,3,0,37.454624808914424,809,2481,0.0,0.0,0,0.9,31.615384615384617,0.0002300648782956794,1.2000000000000002,0.9997699351217043,0.7586633775126644
163,2024-01-15 08:44:00,9f8d9dc0,7,0,10247,21866,0,0,0.0,12,11,18,0.6111111111111112,1.9090909090909092,5.0,1.0,3,3,0,37.46465238221209,811,2457,0.0,0.0,0,0.9,31.90909090909091,0.00032013171133266256,1.2000000000000002,0.9996798682886673,0.755710342988982
164,2024-01-15 08:45:00,9f8d9dc0,7,0,10252,21999,0,0,0.0,12,11,18,0.6111111111111112,1.6363636363636365,3.0,1.0,3,3,0,37.459070293950056,808,2441,0.0,0.0,0,0.9,31.636363636363637,0.0003181962816491659,1.2000000000000002,0.9996818037183508,0.7584272257116041
165,2024-01-15 08:46:00,9f8d9dc0,6,0,10272,22134,0,0,0.0,12,12,18,0.6666666666666666,1.5833333333333333,4.0,1.0,3,3,0,37.37468377731013,814,2469,0.0,0.0,0,0.9,31.583333333333332,0.0002710761724044456,1.2000000000000002,0.9997289238275956,0.7588076037523251
166,2024-01-15 08:47:00,9f8d9dc0,7,0,10260,22267,0,0,0.0,12,11,18,0.6111111111111112,1.6363636363636365,3.0,1.0,3,3,0,37.35522383678345,814,2460,0.0,0.0,0,0.9,31.636363636363637,0.00031436655139893113,1.2000000000000002,0.9996856334486011,0.758221064689371
167,2024-01-15 08:48:00,9f8d9dc0,3,0,10250,22400,0,0,0.0,12,15,18,0.8333333333333334,1.9333333333333333,4.0,1.0,3,3,0,37.39038173919486,806,2458,0.0,0.0,0,0.9,31.933333333333334,0.00013392857142857144,1.2000000000000002,0.9998660714285714,0.755393858716485
168,2024-01-15 08:49:00,9f8d9dc0,10,0,10263,22533,0,0,0.0,12,8,18,0.4444444444444444,1.875,3.0,1.0,3,3,0,37.34745858763379,828,2477,0.0,0.0,0,0.9,31.875,0.0004437935472418231,1.2000000000000002,0.9995562064527582,0.7557673997563709
169,2024-01-15 08:50:00,9f8d9dc0,4,0,10243,22666,0,0,0.0,12,14,18,0.7777777777777778,1.4285714285714286,3.0,1.0,3,3,0,37.4109426809066,809,2450,0.0,0.0,0,0.9,31.428571428571427,0.0001764757786993735,1.2000000000000002,0.9998235242213006,0.7604655807646192
170,2024-01-15 08:51:00,9f8d9dc0,8,0,10257,22799,0,0,0.0,12,10,18,0.5555555555555556,1.6,2.0,1.0,3,3,0,37.384391833648515,818,2466,0.0,0.0,0,0.9,31.6,0.0003508925830080267,1.2000000000000002,0.999649107416992,0.7586284266340938
171,2024-01-15 08:52:00,9f8d9dc0,4,0,10254,22932,0,0,0.0,12,14,18,0.7777777777777778,1.7857142857142858,3.0,1.0,3,3,0,37.3887227063934,814,2458,0.0,0.0,0,0.9,31.785714285714285,0.00017442874585731728,1.2000000000000002,0.9998255712541427,0.756850531057301
172,2024-01-15 08:53:00,9f8d9dc0,8,0,10263,23065,0,0,0.0,12,10,18,0.5555555555555556,1.5,2.0,1.0,3,3,0,37.35420105386396,817,2462,0.0,0.0,0,0.9,31.5,0.00034684587036635595,1.2000000000000002,0.9996531541296336,0.7595696637595813
173,2024-01-15 08:54:00,9f8d9dc0,4,0,10262,23198,0,0,0.0,12,14,18,0.7777777777777778,1.5714285714285714,3.0,1.0,3,3,0,37.33083290800909,812,2457,0.0,0.0,0,0.9,31.571428571428573,0.00017242865764290026,1.2000000000000002,0.9998275713423571,0.7588784086386753
174,2024-01-15 08:55:00,9f8d9dc0,8,0,10256,23331,0,0,0.0,12,9,18,0.5,1.8888888888888888,4.0,1.0,3,3,0,37.33753066239009,815,2434,0.0,0.0,0,0.9,31.88888888888889,0.0003428914320003429,1.2000000000000002,0.9996571085679996,0.7556490158630911
175,2024-01-15 08:56:00,9f8d9dc0,4,0,10255,23465,0,0,0.0,12,14,18,0.7777777777777778,1.5714285714285714,4.0,1.0,3,3,0,37.346004497953444,810,2421,0.0,0.0,0,0.9,31.571428571428573,0.0001704666524611123,1.2000000000000002,0.9998295333475389,0.7589095366206366
176,2024-01-15 08:57:00,9f8d9dc0,6,0,10249,23598,0,0,0.0,12,12,18,0.6666666666666666,1.75,3.0,1.0,3,3,0,37.36502654663896,801,2412,0.0,0.0,0,0.9,31.75,0.0002542588354945334,1.2000000000000002,0.9997457411645054,0.7571283495590801
177,2024-01-15 08:58:00,9f8d9dc0,6,0,10242,23733,0,0,0.0,12,12,18,0.6666666666666666,2.0,3.0,1.0,3,3,0,37.405672172522685,778,2395,0.0,0.0,0,0.9,32.0,0.0002528125395019593,1.2000000000000002,0.9997471874604981,0.7547102193292445
178,2024-01-15 08:59:00,9f8d9dc0,8,0,10240,23867,0,0,0.0,12,10,18,0.5555555555555556,1.8,4.0,1.0,3,3,0,37.41718182295902,765,2400,0.0,0.0,0,0.9,31.8,0.0003351908492898144,1.2000000000000002,0.9996648091507102,0.7567002873062021
179,2024-01-15 09:00:00,9f8d9dc0,7,0,10249,24000,0,0,0.0,12,11,18,0.6111111111111112,1.2727272727272727,2.0,1.0,3,3,0,37.40937089600648,764,2409,0.0,0.0,0,0.9,31.272727272727273,0.0002916666666666667,1.2000000000000002,0.9997083333333333,0.7619748023980736
