step,timestamp,simulation_id,cars_quit_waiting,cars_zero_battery,vehicles_on_road,vehicles_entered,vehicles_exited,vehicles_stranded,completion_rate,total_charging,total_queued,total_waiting_spots,queue_occupancy_rate,avg_wait_time_minutes,max_wait_time_minutes,charging_utilization,num_stations,stations_over_capacity,stations_with_abandonments,avg_soc_percent,critical_battery_count,low_battery_count,throughput_vehicles_per_hour,avg_trip_duration_minutes,energy_consumption_total_kwh,charging_efficiency,station_turnaround_time,abandonment_rate,estimated_revenue,service_level,customer_satisfaction_score
74,2024-01-15 07:15:00,fd0a166c,4,0,3341,4061,0,0,0.0,8,6,18,0.3333333333333333,1.1666666666666667,2.0,0.6666666666666666,3,1,0,42.0720464725315,149,555,0.0,0.0,0,0.9,31.166666666666668,0.0009849790691947797,0.8,0.9990150209308052,0.7720834346507184
75,2024-01-15 07:16:00,fd0a166c,3,0,3377,4127,0,0,0.0,8,5,18,0.2777777777777778,1.4,2.0,0.6666666666666666,3,1,0,41.973867834745406,149,564,0.0,0.0,0,0.9,31.4,0.000726920281075842,0.8,0.9992730797189242,0.7696569675570606
76,2024-01-15 07:17:00,fd0a166c,2,0,3407,4188,0,0,0.0,8,10,18,0.5555555555555556,1.3,2.0,0.6666666666666666,3,2,0,41.85599831249188,154,586,0.0,0.0,0,0.9,31.3,0.0004775549188156638,0.8,0.9995224450811844,0.7705209746574575
77,2024-01-15 07:18:00,fd0a166c,5,0,3442,4249,0,0,0.0,8,7,18,0.3888888888888889,2.0,3.0,0.6666666666666666,3,2,0,41.67264854992656,163,602,0.0,0.0,0,0.9,32.0,0.0011767474699929394,0.8,0.998823252530007,0.762874598111856
78,2024-01-15 07:19:00,fd0a166c,1,0,3478,4320,0,0,0.0,8,11,18,0.6111111111111112,2.0,4.0,0.6666666666666666,3,1,0,41.66592237770322,162,605,0.0,0.0,0,0.9,32.0,0.0002314814814814815,0.8,0.9997685185185186,0.7632392521628139
79,2024-01-15 07:20:00,fd0a166c,4,0,3506,4372,0,0,0.0,8,9,18,0.5,2.25,5.0,0.6666666666666666,3,2,0,41.393997612412775,181,616,0.0,0.0,0,0.9,32.25,0.0009149130832570906,0.8,0.9990850869167429,0.7599220299915228
80,2024-01-15 07:21:00,fd0a166c,7,0,3540,4436,0,0,0.0,8,4,18,0.2222222222222222,1.0,1.0,0.6666666666666666,3,2,0,41.3100634865191,191,632,0.0,0.0,0,0.9,31.0,0.0015779981965734896,0.8,0.9984220018034266,0.7719889276944089
81,2024-01-15 07:22:00,fd0a166c,1,0,3553,4491,0,0,0.0,8,11,18,0.6111111111111112,1.2727272727272727,2.0,0.6666666666666666,3,2,0,41.22976813778459,191,631,0.0,0.0,0,0.9,31.272727272727273,0.00022266755733689602,0.8,0.9997773324426631,0.7696431965253616
82,2024-01-15 07:23:00,fd0a166c,7,0,3569,4535,0,0,0.0,8,5,18,0.2777777777777778,1.8,2.0,0.6666666666666666,3,2,0,40.94727195032961,192,632,0.0,0.0,0,0.9,31.8,0.0015435501653803748,0.8,0.9984564498346197,0.7632771238345071
83,2024-01-15 07:24:00,fd0a166c,2,0,3590,4589,0,0,0.0,8,10,18,0.5555555555555556,1.5,3.0,0.6666666666666666,3,2,0,40.77546631686582,197,639,0.0,0.0,0,0.9,31.5,0.00043582479843103073,0.8,0.9995641752015689,0.7663766027143593
84,2024-01-15 07:25:00,fd0a166c,9,0,3621,4658,0,0,0.0,8,3,18,0.16666666666666666,1.3333333333333333,2.0,0.6666666666666666,3,2,0,40.77610803126696,200,643,0.0,0.0,0,0.9,31.333333333333332,0.0019321597252039502,0.8,0.998067840274796,0.767446018839119
85,2024-01-15 07:26:00,fd0a166c,3,0,3637,4708,0,0,0.0,8,9,18,0.5,1.0,1.0,0.6666666666666666,3,2,0,40.572448098108346,209,649,0.0,0.0,0,0.9,31.0,0.000637213254035684,0.8,0.9993627867459643,0.7708900108946024
86,2024-01-15 07:27:00,fd0a166c,6,0,3647,4765,0,0,0.0,8,6,18,0.3333333333333333,1.5,2.0,0.6666666666666666,3,2,0,40.545444750458124,204,638,0.0,0.0,0,0.9,31.5,0.0012591815320041973,0.8,0.9987408184679958,0.7655872168881145
87,2024-01-15 07:28:00,fd0a166c,5,0,3653,4813,0,0,0.0,8,7,18,0.3888888888888889,1.2857142857142858,3.0,0.6666666666666666,3,2,0,40.42347150226427,207,639,0.0,0.0,0,0.9,31.285714285714285,0.0010388531061707874,0.8,0.9989611468938292,0.7675742589049174
88,2024-01-15 07:29:00,fd0a166c,3,0,3673,4870,0,0,0.0,8,8,18,0.4444444444444444,1.75,4.0,0.6666666666666666,3,1,0,40.28321546639602,212,653,0.0,0.0,0,0.9,31.75,0.0006160164271047228,0.8,0.9993839835728953,0.7628200243619501
89,2024-01-15 07:30:00,fd0a166c,6,0,3699,4937,0,0,0.0,8,6,18,0.3333333333333333,1.5,3.0,0.6666666666666666,3,2,0,40.25432030879121,209,666,0.0,0.0,0,0.9,31.5,0.0012153129430828439,0.8,0.9987846870569171,0.7650225154403493
